,A,2,3,4,5,6,7,8,9,10,
5,[366 1991 372 0],[517 2805 485 0],[512 2774 489 0],[554 3060 552 0],[567 2973 563 0],[551 2939 544 0],[543 2960 548 0],[521 2992 559 0],[538 2938 562 0],[2037 10906 1956 0],
6,[347 1923 332 0],[507 2729 508 0],[559 2891 511 0],[470 2713 531 0],[514 2822 546 0],[550 2837 523 0],[545 2851 514 0],[550 2713 537 0],[558 2832 543 0],[2051 10787 2072 0],
7,[762 4052 705 0],[1070 5704 1091 0],[1073 5564 1072 0],[1071 5736 1047 0],[1086 5636 1078 0],[1100 5793 1108 0],[1147 5789 1090 0],[1127 5835 1112 0],[1133 5803 1097 0],[4212 21947 4096 0],
8,[832 4279 763 0],[1091 6047 1109 0],[1144 5847 1097 0],[1132 6064 1195 0],[1060 5597 1500 0],[1086 5531 1692 0],[1157 6100 1189 0],[1131 6155 1087 0],[1163 6054 1158 0],[4100 22317 4139 0],
9,[1174 6367 1166 0],[1750 9089 1638 0],[1756 9171 1865 0],[1699 4863 6129 0],[1683 1696 9129 0],[1729 1695 9211 0],[1670 7922 3007 0],[1648 9059 1741 0],[1683 9319 1707 0],[6530 34635 6330 0],
10,[1210 6659 1499 0],[1713 1698 9886 0],[1718 1743 9749 0],[1784 1677 9682 0],[1685 1821 9815 0],[1749 1663 9787 0],[1736 1697 9785 0],[1665 1817 9634 0],[1720 7425 4257 0],[6644 36397 6633 0],
11,[194 213 1823 0],[263 280 2481 0],[285 316 2702 0],[257 260 2201 0],[265 255 2089 0],[248 234 1999 0],[299 242 2413 0],[324 275 2544 0],[289 294 2574 0],[1053 9889 1339 0],
12,[2987 16519 3059 0],[4157 21292 4844 0],[4328 11774 15132 0],[4756 5709 20359 0],[4146 4283 21985 0],[4122 4136 21619 0],[4166 21440 5796 0],[4152 22808 4355 0],[4348 23594 4367 0],[15748 89838 16257 0],
13,[3119 17908 3249 0],[4729 20063 9271 0],[14791 4440 12875 0],[5081 4216 22076 0],[13126 4327 13923 0],[7009 4304 18708 0],[4329 20379 8521 0],[4411 24822 4499 0],[4422 25474 4529 0],[16823 97637 16731 0],
14,[2810 16240 2947 0],[6321 3907 20287 0],[9966 3945 14702 0],[10307 3680 12559 0],[11166 3643 11984 0],[17395 3749 5024 0],[3985 4075 22152 0],[4029 16372 10329 0],[4004 23917 4306 0],[15554 91747 15719 0],
15,[2964 17028 3831 0],[22474 4068 4754 0],[19259 3981 6285 0],[19966 3909 4741 0],[19688 3875 3943 0],[18406 3931 4459 0],[4056 4033 22920 0],[4248 4834 24014 0],[4280 22455 7534 0],[15947 95777 17896 0],
16,[2731 2804 16905 0],[19659 3654 4612 0],[18770 3559 3477 0],[18368 3572 3459 0],[17737 3451 3515 0],[14174 3200 5126 0],[3734 3634 20431 0],[3881 3748 21947 0],[3903 4101 24126 0],[14775 64034 43985 0],
17,[11571 2867 8655 0],[21161 3812 3706 0],[19127 3613 3508 0],[18587 3663 3569 0],[17464 3570 3501 0],[16870 3576 3541 0],[20285 3558 3599 0],[5200 3862 20755 0],[23087 4014 5896 0],[99166 15059 15240 0],
18,[15412 2434 2454 0],[17631 3189 3152 0],[15489 3047 3087 0],[15007 3027 3109 0],[14221 3027 2956 0],[14023 2997 3029 0],[17394 3179 3099 0],[18021 3191 3176 0],[22190 3418 3513 0],[87048 13116 13005 0],
19,[14945 2494 2439 0],[16817 3221 3267 0],[15708 3175 3220 0],[13373 2976 2955 0],[12809 3024 3027 0],[12438 2909 3000 0],[16754 3060 3109 0],[18843 3285 3348 0],[20194 3292 3376 0],[86970 13384 13186 0],
