,A,2,3,4,5,6,7,8,9,10,
5,[426 494 434 0],[545 677 565 0],[565 644 538 0],[583 701 632 0],[587 717 667 0],[662 707 628 0],[648 624 610 0],[618 720 601 0],[580 733 627 0],[2209 2587 2237 0],
6,[409 506 425 0],[543 672 537 0],[632 732 617 0],[555 656 595 0],[620 683 628 0],[616 672 614 0],[572 723 627 0],[627 691 603 0],[598 727 578 0],[2289 2577 2267 0],
7,[890 973 761 0],[1243 1370 1214 0],[1178 1414 1214 0],[1165 1320 1280 0],[1196 1350 1201 0],[1235 1423 1267 0],[1226 1421 1262 0],[1209 1440 1243 0],[1241 1404 1226 0],[4651 5224 4595 0],
8,[822 987 893 0],[1247 1423 1234 0],[1286 1411 1223 0],[1271 1430 1339 0],[1224 1360 1215 0],[1174 1222 1386 0],[1257 1430 1285 0],[1278 1529 1293 0],[1291 1524 1254 0],[4650 5253 4606 0],
9,[1243 1476 1294 0],[1824 2208 1793 0],[1869 1991 2042 0],[1856 1901 2214 0],[1881 1835 2147 0],[1868 1886 2119 0],[1897 2279 1871 0],[1935 2165 1916 0],[1947 2150 1933 0],[7033 8044 6991 0],
10,[1341 1512 1432 0],[1931 1965 2103 0],[1870 1871 2152 0],[1912 1920 2198 0],[1924 1911 2263 0],[1908 1904 2163 0],[1770 1837 2153 0],[1904 1968 2210 0],[2002 2029 2204 0],[7123 8164 7035 0],
11,[166 183 204 0],[263 251 262 0],[243 249 267 0],[227 227 239 0],[241 243 257 0],[232 229 268 0],[240 272 302 0],[251 228 266 0],[231 257 256 0],[910 986 982 0],
12,[3253 3702 3213 0],[4671 4703 5369 0],[4956 4703 5276 0],[4759 4725 5404 0],[4658 4705 5260 0],[4725 4648 5380 0],[4841 5074 4995 0],[4805 5330 4839 0],[4716 5411 4891 0],[17382 19983 17670 0],
13,[3445 3887 3368 0],[4918 5029 5586 0],[4819 4747 5344 0],[5030 4918 5416 0],[4830 4891 5488 0],[4957 4773 5403 0],[4907 4878 5650 0],[4813 5408 5046 0],[4921 5678 4929 0],[18102 20726 18135 0],
14,[2997 3573 3124 0],[4631 4452 4898 0],[4600 4430 4813 0],[4335 4267 4708 0],[4598 4374 4696 0],[4565 4433 4846 0],[4394 4301 5071 0],[4424 4369 4972 0],[4475 4835 4550 0],[16266 18775 16473 0],
15,[3207 3474 3423 0],[5092 4536 4746 0],[4856 4555 4895 0],[5225 4521 4564 0],[4974 4381 4446 0],[4728 4481 4744 0],[4416 4558 5266 0],[4523 4576 5180 0],[4490 4439 5200 0],[17000 18826 17222 0],
16,[2912 2769 3239 0],[4550 4013 4038 0],[4577 3948 4161 0],[4464 4088 3898 0],[4491 4017 3972 0],[4435 3732 3977 0],[4022 4107 4653 0],[4141 4137 4591 0],[3996 4127 4675 0],[15073 15333 16958 0],
17,[3017 2967 3278 0],[4768 4200 4180 0],[4691 4159 4164 0],[4710 4228 4037 0],[4718 4101 4073 0],[4630 4112 4045 0],[4598 4081 3996 0],[4086 4118 4748 0],[4364 4101 4571 0],[17397 15396 15545 0],
