,A,2,3,4,5,6,7,8,9,10,
5,[121 1172 119 0],[158 1694 170 0],[145 1598 173 0],[162 1709 180 0],[167 1755 167 0],[187 1764 168 0],[161 1770 173 0],[130 1595 170 0],[169 1574 179 0],[582 6353 660 0],
6,[106 1203 122 0],[154 1607 145 0],[158 1666 151 0],[166 1637 140 0],[162 1617 174 0],[168 1625 157 0],[175 1650 152 0],[158 1578 168 0],[153 1617 173 0],[595 6432 584 0],
7,[219 2344 228 0],[314 3262 349 0],[343 3379 303 0],[329 3325 309 0],[331 3287 313 0],[323 3468 341 0],[350 3443 332 0],[351 3234 337 0],[297 3269 305 0],[1233 12812 1223 0],
8,[222 2445 241 0],[376 3472 323 0],[321 3495 344 0],[336 3353 558 0],[309 3652 307 0],[307 352 3515 0],[375 3620 328 0],[348 3558 325 0],[314 3627 346 0],[1281 13215 1271 0],
9,[369 3836 388 0],[527 4943 969 0],[505 3587 2396 0],[520 511 5542 0],[522 512 5442 0],[501 493 5273 0],[481 493 5403 0],[518 5224 550 0],[543 5481 522 0],[1959 20528 1901 0],
10,[361 3994 367 0],[531 566 5665 0],[510 547 5848 0],[536 497 5778 0],[523 557 5829 0],[515 541 5433 0],[469 553 5818 0],[512 535 5588 0],[499 5744 764 0],[1987 21722 2090 0],
11,[66 1202 76 0],[71 90 1638 0],[86 91 1564 0],[76 69 1408 0],[77 63 1325 0],[75 72 1000 0],[78 70 1282 0],[99 90 1638 0],[91 1647 125 0],[330 6520 363 0],
12,[927 9806 944 0],[1251 7014 7344 0],[2300 10528 2699 0],[1845 1267 12058 0],[2241 1256 11437 0],[1815 1399 11811 0],[1230 11241 3136 0],[1289 12233 1816 0],[1377 14070 1330 0],[4764 52692 4689 0],
13,[942 10756 971 0],[3188 2581 11236 0],[3711 2904 9874 0],[6243 1336 7873 0],[5111 1250 8416 0],[3378 1259 10030 0],[1320 11819 3735 0],[1273 12901 2983 0],[1348 15093 1443 0],[5213 57893 4999 0],
14,[879 9447 1551 0],[2319 1483 10771 0],[8762 1235 4810 0],[6998 1053 5090 0],[8844 1164 2837 0],[2419 1147 8761 0],[1142 1197 12840 0],[1202 4430 10338 0],[1226 14049 2079 0],[4605 54883 4875 0],
15,[1061 8290 3139 0],[2741 1198 11503 0],[11580 1139 2148 0],[7569 1199 4942 0],[10446 1098 1561 0],[10088 1145 1661 0],[1228 1244 13415 0],[1350 3488 11464 0],[1772 11037 5500 0],[4808 56918 6891 0],
