,A,2,3,4,5,6,7,8,9,10,
5,HIT,HIT,HIT,HIT,HIT,HIT,HIT,HIT,HIT,HIT,
6,HIT,HIT,HIT,HIT,HIT,HIT,HIT,HIT,HIT,HIT,
7,HIT,HIT,HIT,HIT,HIT,HIT,HIT,HIT,HIT,HIT,
8,HIT,HIT,HIT,HIT,HIT,HIT,HIT,HIT,HIT,HIT,
9,HIT,HIT,HIT,HIT,HIT,HIT,HIT,HIT,HIT,HIT,
10,HIT,HIT,HIT,HIT,HIT,HIT,HIT,HIT,HIT,HIT,
11,HIT,HIT,HIT,HIT,HIT,HIT,HIT,HIT,HIT,HIT,
12,STAND,STAND,STAND,STAND,STAND,STAND,STAND,STAND,STAND,STAND,
13,STAND,STAND,STAND,STAND,STAND,STAND,STAND,STAND,STAND,STAND,
14,STAND,STAND,STAND,STAND,STAND,STAND,STAND,STAND,STAND,STAND,
15,STAND,STAND,STAND,STAND,STAND,STAND,STAND,STAND,STAND,STAND,
16,STAND,STAND,STAND,STAND,STAND,STAND,STAND,STAND,STAND,STAND,
17,STAND,STAND,STAND,STAND,STAND,STAND,STAND,STAND,STAND,STAND,
18,STAND,STAND,STAND,STAND,STAND,STAND,STAND,STAND,STAND,STAND,
19,STAND,STAND,STAND,STAND,STAND,STAND,STAND,STAND,STAND,STAND,
20,STAND,STAND,STAND,STAND,STAND,STAND,STAND,STAND,STAND,STAND,
21,STAND,STAND,STAND,STAND,STAND,STAND,STAND,STAND,STAND,STAND,
A-2,HIT,HIT,HIT,HIT,HIT,HIT,HIT,HIT,HIT,HIT,
A-3,HIT,HIT,HIT,HIT,HIT,HIT,HIT,HIT,HIT,HIT,
A-4,HIT,HIT,HIT,HIT,HIT,HIT,HIT,HIT,HIT,HIT,
A-5,HIT,HIT,HIT,HIT,HIT,HIT,HIT,HIT,HIT,HIT,
A-6,HIT,HIT,HIT,HIT,HIT,HIT,HIT,HIT,HIT,HIT,
A-7,HIT,HIT,HIT,HIT,HIT,HIT,HIT,HIT,HIT,HIT,
A-8,HIT,HIT,HIT,HIT,HIT,HIT,HIT,HIT,HIT,HIT,
A-9,HIT,HIT,HIT,HIT,HIT,HIT,HIT,HIT,HIT,HIT,
A-10,STAND,STAND,STAND,STAND,STAND,STAND,STAND,STAND,STAND,STAND,
A-A,HIT,HIT,HIT,HIT,HIT,HIT,HIT,HIT,HIT,HIT,
2-2,HIT,HIT,HIT,HIT,HIT,HIT,HIT,HIT,HIT,HIT,
3-3,HIT,HIT,HIT,HIT,HIT,HIT,HIT,HIT,HIT,HIT,
4-4,HIT,HIT,HIT,HIT,HIT,HIT,HIT,HIT,HIT,HIT,
5-5,HIT,HIT,HIT,HIT,HIT,HIT,HIT,HIT,HIT,HIT,
6-6,SPLIT,SPLIT,SPLIT,SPLIT,SPLIT,SPLIT,SPLIT,SPLIT,SPLIT,SPLIT,
7-7,SPLIT,SPLIT,SPLIT,SPLIT,SPLIT,SPLIT,SPLIT,SPLIT,SPLIT,SPLIT,
8-8,SPLIT,SPLIT,SPLIT,SPLIT,SPLIT,SPLIT,SPLIT,SPLIT,SPLIT,SPLIT,
9-9,SPLIT,SPLIT,SPLIT,SPLIT,SPLIT,SPLIT,SPLIT,SPLIT,SPLIT,SPLIT,
10-10,SPLIT,SPLIT,SPLIT,SPLIT,SPLIT,SPLIT,SPLIT,SPLIT,SPLIT,SPLIT,
