,A,2,3,4,5,6,7,8,9,10,
5,HIT,HIT,HIT,HIT,HIT,HIT,HIT,HIT,HIT,HIT,
6,HIT,HIT,HIT,HIT,HIT,HIT,HIT,HIT,HIT,HIT,
7,HIT,HIT,HIT,HIT,HIT,HIT,HIT,HIT,HIT,HIT,
8,HIT,HIT,HIT,HIT,HIT,DOUBLE,HIT,HIT,HIT,HIT,
9,HIT,HIT,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,HIT,HIT,HIT,
10,HIT,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,HIT,
11,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,HIT,DOUBLE,
12,HIT,DOUBLE,STAND,HIT,STAND,DOUBLE,DOUBLE,DOUBLE,STAND,HIT,
13,HIT,STAND,STAND,DOUBLE,DOUBLE,DOUBLE,HIT,STAND,DOUBLE,HIT,
14,STAND,STAND,STAND,DOUBLE,DOUBLE,DOUBLE,DOUBLE,STAND,STAND,DOUBLE,
15,HIT,STAND,DOUBLE,DOUBLE,DOUBLE,STAND,DOUBLE,HIT,DOUBLE,HIT,
16,DOUBLE,STAND,STAND,DOUBLE,STAND,DOUBLE,DOUBLE,DOUBLE,HIT,STAND,
17,STAND,STAND,STAND,STAND,STAND,STAND,STAND,HIT,STAND,DOUBLE,
18,STAND,STAND,STAND,STAND,STAND,STAND,STAND,STAND,STAND,STAND,
19,STAND,STAND,STAND,STAND,STAND,STAND,STAND,STAND,STAND,STAND,
20,STAND,STAND,STAND,STAND,STAND,STAND,STAND,STAND,STAND,STAND,
21,STAND,STAND,STAND,STAND,STAND,STAND,STAND,STAND,STAND,STAND,
A-2,HIT,HIT,HIT,DOUBLE,DOUBLE,HIT,HIT,HIT,HIT,HIT,
A-3,HIT,HIT,HIT,HIT,DOUBLE,DOUBLE,HIT,HIT,HIT,HIT,
A-4,HIT,HIT,HIT,DOUBLE,DOUBLE,DOUBLE,HIT,HIT,HIT,HIT,
A-5,HIT,HIT,HIT,DOUBLE,HIT,DOUBLE,HIT,HIT,HIT,HIT,
A-6,HIT,HIT,DOUBLE,DOUBLE,DOUBLE,DOUBLE,HIT,HIT,HIT,HIT,
A-7,HIT,STAND,STAND,DOUBLE,DOUBLE,DOUBLE,STAND,DOUBLE,HIT,HIT,
A-8,STAND,STAND,STAND,STAND,DOUBLE,STAND,STAND,STAND,STAND,STAND,
A-9,STAND,STAND,STAND,STAND,DOUBLE,DOUBLE,STAND,STAND,STAND,STAND,
A-10,STAND,STAND,STAND,STAND,STAND,STAND,STAND,STAND,STAND,STAND,
A-A,SPLIT,SPLIT,SPLIT,DOUBLE,DOUBLE,DOUBLE,SPLIT,SPLIT,SPLIT,SPLIT,
2-2,SPLIT,SPLIT,SPLIT,SPLIT,SPLIT,SPLIT,SPLIT,SPLIT,SPLIT,SPLIT,
3-3,SPLIT,SPLIT,SPLIT,SPLIT,SPLIT,SPLIT,HIT,SPLIT,SPLIT,SPLIT,
4-4,SPLIT,HIT,HIT,DOUBLE,HIT,HIT,HIT,HIT,SPLIT,HIT,
5-5,HIT,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,HIT,DOUBLE,HIT,
6-6,SPLIT,SPLIT,SPLIT,SPLIT,SPLIT,SPLIT,SPLIT,SPLIT,SPLIT,SPLIT,
7-7,SPLIT,SPLIT,SPLIT,SPLIT,SPLIT,SPLIT,SPLIT,SPLIT,SPLIT,SPLIT,
8-8,SPLIT,SPLIT,SPLIT,SPLIT,SPLIT,SPLIT,SPLIT,SPLIT,SPLIT,SPLIT,
9-9,SPLIT,STAND,STAND,STAND,STAND,STAND,STAND,STAND,SPLIT,SPLIT,
10-10,STAND,STAND,STAND,STAND,STAND,STAND,STAND,STAND,STAND,STAND,
