,A,2,3,4,5,6,7,8,9,10,
5,[389 6092 367 0],[518 8342 507 0],[489 8808 496 0],[556 9471 558 0],[571 9483 564 0],[545 9362 548 0],[566 9276 601 0],[579 9325 543 0],[529 9397 533 0],[1965 34305 2047 0],
6,[347 5955 355 0],[502 7846 511 0],[578 9040 567 0],[548 8355 494 0],[532 8715 593 0],[530 8885 571 0],[563 8780 545 0],[504 8719 551 0],[529 9296 592 0],[2062 34533 2041 0],
7,[767 12391 781 0],[1103 17434 1116 0],[1128 17498 1099 0],[1107 17793 1019 0],[1097 17843 1078 0],[1092 18344 1105 0],[1117 18286 1109 0],[1071 18207 1073 0],[1120 18731 1138 0],[4218 68360 4067 0],
8,[785 13248 806 0],[1108 18830 1065 0],[1123 18966 1140 0],[1125 19524 1213 0],[1060 19120 1137 0],[1112 18756 1182 0],[1099 19325 1113 0],[1171 19623 1124 0],[1205 19113 1173 0],[4193 70662 4204 0],
9,[1197 19800 1190 0],[1617 28296 1720 0],[1652 26563 4194 0],[1662 25290 5590 0],[1655 1653 29256 0],[1617 1701 28935 0],[1659 28771 1868 0],[1685 29208 1653 0],[1693 30165 1642 0],[6235 110146 6333 0],
10,[1208 21357 1257 0],[1719 1757 30589 0],[1758 1752 31075 0],[1738 1803 31251 0],[1745 1823 31793 0],[1831 1698 31489 0],[1772 1754 31139 0],[1819 1738 30888 0],[1808 30944 2544 0],[6602 116819 6467 0],
11,[225 208 6412 0],[280 270 8670 0],[280 253 9541 0],[259 274 9063 0],[251 265 7410 0],[256 254 7388 0],[302 275 8944 0],[291 281 9363 0],[305 303 9774 0],[1042 36097 1129 0],
12,[3078 51828 2985 0],[4057 67399 4580 0],[4216 70323 6049 0],[4219 62201 12461 0],[15555 34105 25362 0],[4181 4245 65968 0],[4248 70657 5456 0],[4222 71478 4281 0],[4402 75874 4353 0],[16132 286265 15929 0],
13,[3135 56761 3108 0],[4439 64910 18423 0],[5860 40008 40537 0],[6815 4259 74074 0],[50880 4304 22706 0],[8266 4435 61989 0],[4508 75914 6763 0],[4434 78550 4605 0],[4365 83516 4471 0],[16855 313929 16752 0],
14,[2778 53189 3059 0],[19510 3972 57382 0],[49341 3910 25145 0],[62194 3838 5743 0],[55955 3821 8487 0],[48764 3884 10355 0],[3910 5005 72670 0],[4124 69506 7326 0],[4096 79184 4303 0],[15345 299936 15615 0],
15,[3049 53095 8090 0],[72056 4063 5974 0],[67240 3981 9881 0],[68176 3947 4237 0],[58034 3702 4585 0],[44257 3986 17464 0],[4098 4095 75131 0],[4215 34234 50135 0],[4414 79314 10181 0],[16117 323142 16304 0],
16,[2687 3096 55789 0],[61607 3668 7834 0],[64870 3579 3785 0],[59713 3467 3647 0],[53874 3473 3486 0],[48356 3205 3357 0],[3600 3587 66284 0],[3732 3702 74694 0],[3941 3750 82166 0],[15883 45883 281721 0],
17,[5070 2628 55404 0],[67276 3606 3702 0],[65558 3721 3490 0],[58534 3474 3616 0],[54402 3602 3468 0],[52066 3558 3496 0],[66038 3607 3609 0],[5541 3843 73513 0],[61431 3843 26261 0],[320563 15273 15770 0],
18,[51125 2400 2486 0],[54823 3121 3223 0],[53351 3127 3182 0],[49421 3099 3032 0],[45667 3131 3020 0],[43133 3001 2994 0],[55960 3052 3253 0],[61506 3242 3217 0],[73535 3409 3444 0],[281033 13108 13090 0],
